Cond,CondTag,Item,1,2,3,4,5,6,7,8,9,10,11,12,13,sentence,question,correct,incorrect,ibex
husb.coerce.crc,102,333,The,local,barfly,tried,the,whiskey,after,eating,a,greasy,dinner.,,,The local barfly tried the whiskey after eating a greasy dinner.,Natural?,j,f,"[[""husb.coerce.crc.333"", 333], ""DashedSentence"", {s: ""The local barfly tried the whiskey after eating a greasy dinner.""}, ""Question"", { } ],"
husb.coerce.anom,101,333,The,local,barfly,shocked,the,whiskey,after,eating,a,greasy,dinner.,,,The local barfly shocked the whiskey after eating a greasy dinner.,Natural?,f,j,"[[""husb.coerce.anom.333"", 333], ""DashedSentence"", {s: ""The local barfly shocked the whiskey after eating a greasy dinner.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,333,The,local,barfly,drank,the,whiskey,after,eating,a,greasy,dinner.,,,The local barfly drank the whiskey after eating a greasy dinner.,Natural?,j,f,"[[""husb.coerce.ctrl.333"", 333], ""DashedSentence"", {s: ""The local barfly drank the whiskey after eating a greasy dinner.""}, ""Question"", { } ],"
husb.coerce.intens,104,333,The,local,barfly,wanted,the,whiskey,after,eating,a,greasy,dinner.,,,The local barfly wanted the whiskey after eating a greasy dinner.,Natural?,j,f,"[[""husb.coerce.intens.333"", 333], ""DashedSentence"", {s: ""The local barfly wanted the whiskey after eating a greasy dinner.""}, ""Question"", { } ],"
husb.coerce.anom,101,334,The,overweight,husband,captivated,the,beer,during,the,college,hockey,game.,,,The overweight husband captivated the beer during the college hockey game.,Natural?,f,j,"[[""husb.coerce.anom.334"", 334], ""DashedSentence"", {s: ""The overweight husband captivated the beer during the college hockey game.""}, ""Question"", { } ],"
husb.coerce.intens,104,334,The,overweight,husband,needed,the,beer,during,the,college,hockey,game.,,,The overweight husband needed the beer during the college hockey game.,Natural?,j,f,"[[""husb.coerce.intens.334"", 334], ""DashedSentence"", {s: ""The overweight husband needed the beer during the college hockey game.""}, ""Question"", { } ],"
husb.coerce.crc,102,334,The,overweight,husband,enjoyed,the,beer,during,the,college,hockey,game.,,,The overweight husband enjoyed the beer during the college hockey game.,Natural?,j,f,"[[""husb.coerce.crc.334"", 334], ""DashedSentence"", {s: ""The overweight husband enjoyed the beer during the college hockey game.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,334,The,overweight,husband,drank,the,beer,during,the,college,hockey,game.,,,The overweight husband drank the beer during the college hockey game.,Natural?,j,f,"[[""husb.coerce.ctrl.334"", 334], ""DashedSentence"", {s: ""The overweight husband drank the beer during the college hockey game.""}, ""Question"", { } ],"
husb.coerce.intens,104,335,The,county,pediatrician,wanted,the,stethoscope,during,her,examination,of,the,children.,,The county pediatrician wanted the stethoscope during her examination of the children.,Natural?,j,f,"[[""husb.coerce.intens.335"", 335], ""DashedSentence"", {s: ""The county pediatrician wanted the stethoscope during her examination of the children.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,335,The,county,pediatrician,used,the,stethoscope,during,her,examination,of,the,children.,,The county pediatrician used the stethoscope during her examination of the children.,Natural?,j,f,"[[""husb.coerce.ctrl.335"", 335], ""DashedSentence"", {s: ""The county pediatrician used the stethoscope during her examination of the children.""}, ""Question"", { } ],"
husb.coerce.anom,101,335,The,county,pediatrician,shocked,the,stethoscope,during,her,examination,of,the,children.,,The county pediatrician shocked the stethoscope during her examination of the children.,Natural?,f,j,"[[""husb.coerce.anom.335"", 335], ""DashedSentence"", {s: ""The county pediatrician shocked the stethoscope during her examination of the children.""}, ""Question"", { } ],"
husb.coerce.crc,102,335,The,county,pediatrician,tried,the,stethoscope,during,her,examination,of,the,children.,,The county pediatrician tried the stethoscope during her examination of the children.,Natural?,j,f,"[[""husb.coerce.crc.335"", 335], ""DashedSentence"", {s: ""The county pediatrician tried the stethoscope during her examination of the children.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,336,The,cute,puppy,chewed,the,bone,after,playing,with,the,tennis,ball.,,The cute puppy chewed the bone after playing with the tennis ball.,Natural?,j,f,"[[""husb.coerce.ctrl.336"", 336], ""DashedSentence"", {s: ""The cute puppy chewed the bone after playing with the tennis ball.""}, ""Question"", { } ],"
husb.coerce.crc,102,336,The,cute,puppy,enjoyed,the,bone,after,playing,with,the,tennis,ball.,,The cute puppy enjoyed the bone after playing with the tennis ball.,Natural?,j,f,"[[""husb.coerce.crc.336"", 336], ""DashedSentence"", {s: ""The cute puppy enjoyed the bone after playing with the tennis ball.""}, ""Question"", { } ],"
husb.coerce.intens,104,336,The,cute,puppy,needed,the,bone,after,playing,with,the,tennis,ball.,,The cute puppy needed the bone after playing with the tennis ball.,Natural?,j,f,"[[""husb.coerce.intens.336"", 336], ""DashedSentence"", {s: ""The cute puppy needed the bone after playing with the tennis ball.""}, ""Question"", { } ],"
husb.coerce.anom,101,336,The,cute,puppy,amused,the,bone,after,playing,with,the,tennis,ball.,,The cute puppy amused the bone after playing with the tennis ball.,Natural?,f,j,"[[""husb.coerce.anom.336"", 336], ""DashedSentence"", {s: ""The cute puppy amused the bone after playing with the tennis ball.""}, ""Question"", { } ],"
husb.coerce.crc,102,337,The,hairy,caveman,finished,the,rabbit,during,his,morning,hunt,for,food.,,The hairy caveman finished the rabbit during his morning hunt for food.,Natural?,j,f,"[[""husb.coerce.crc.337"", 337], ""DashedSentence"", {s: ""The hairy caveman finished the rabbit during his morning hunt for food.""}, ""Question"", { } ],"
husb.coerce.anom,101,337,The,hairy,caveman,calculated,the,rabbit,during,his,morning,hunt,for,food.,,The hairy caveman calculated the rabbit during his morning hunt for food.,Natural?,f,j,"[[""husb.coerce.anom.337"", 337], ""DashedSentence"", {s: ""The hairy caveman calculated the rabbit during his morning hunt for food.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,337,The,hairy,caveman,killed,the,rabbit,during,his,morning,hunt,for,food.,,The hairy caveman killed the rabbit during his morning hunt for food.,Natural?,j,f,"[[""husb.coerce.ctrl.337"", 337], ""DashedSentence"", {s: ""The hairy caveman killed the rabbit during his morning hunt for food.""}, ""Question"", { } ],"
husb.coerce.intens,104,337,The,hairy,caveman,wanted,the,rabbit,during,his,morning,hunt,for,food.,,The hairy caveman wanted the rabbit during his morning hunt for food.,Natural?,j,f,"[[""husb.coerce.intens.337"", 337], ""DashedSentence"", {s: ""The hairy caveman wanted the rabbit during his morning hunt for food.""}, ""Question"", { } ],"
husb.coerce.anom,101,338,The,circus,performer,alarmed,the,costume,while,rehearsing,his,act.,,,,The circus performer alarmed the costume while rehearsing his act.,Natural?,f,j,"[[""husb.coerce.anom.338"", 338], ""DashedSentence"", {s: ""The circus performer alarmed the costume while rehearsing his act.""}, ""Question"", { } ],"
husb.coerce.intens,104,338,The,circus,performer,needed,the,costume,while,rehearsing,his,act.,,,,The circus performer needed the costume while rehearsing his act.,Natural?,j,f,"[[""husb.coerce.intens.338"", 338], ""DashedSentence"", {s: ""The circus performer needed the costume while rehearsing his act.""}, ""Question"", { } ],"
husb.coerce.crc,102,338,The,circus,performer,endured,the,costume,while,rehearsing,his,act.,,,,The circus performer endured the costume while rehearsing his act.,Natural?,j,f,"[[""husb.coerce.crc.338"", 338], ""DashedSentence"", {s: ""The circus performer endured the costume while rehearsing his act.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,338,The,circus,performer,wore,the,costume,while,rehearsing,his,act.,,,,The circus performer wore the costume while rehearsing his act.,Natural?,j,f,"[[""husb.coerce.ctrl.338"", 338], ""DashedSentence"", {s: ""The circus performer wore the costume while rehearsing his act.""}, ""Question"", { } ],"
husb.coerce.intens,104,339,The,college,quarterback,wanted,the,champagne,after,winning,the,championship.,,,,The college quarterback wanted the champagne after winning the championship.,Natural?,j,f,"[[""husb.coerce.intens.339"", 339], ""DashedSentence"", {s: ""The college quarterback wanted the champagne after winning the championship.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,339,The,college,quarterback,drank,the,champagne,after,winning,the,championship.,,,,The college quarterback drank the champagne after winning the championship.,Natural?,j,f,"[[""husb.coerce.ctrl.339"", 339], ""DashedSentence"", {s: ""The college quarterback drank the champagne after winning the championship.""}, ""Question"", { } ],"
husb.coerce.anom,101,339,The,college,quarterback,enraged,the,champagne,after,winning,the,championship.,,,,The college quarterback enraged the champagne after winning the championship.,Natural?,f,j,"[[""husb.coerce.anom.339"", 339], ""DashedSentence"", {s: ""The college quarterback enraged the champagne after winning the championship.""}, ""Question"", { } ],"
husb.coerce.crc,102,339,The,college,quarterback,enjoyed,the,champagne,after,winning,the,championship.,,,,The college quarterback enjoyed the champagne after winning the championship.,Natural?,j,f,"[[""husb.coerce.crc.339"", 339], ""DashedSentence"", {s: ""The college quarterback enjoyed the champagne after winning the championship.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,340,The,amateur,novelist,wrote,the,chapter,before,the,month,was,over.,,,The amateur novelist wrote the chapter before the month was over.,Natural?,j,f,"[[""husb.coerce.ctrl.340"", 340], ""DashedSentence"", {s: ""The amateur novelist wrote the chapter before the month was over.""}, ""Question"", { } ],"
husb.coerce.crc,102,340,The,amateur,novelist,began,the,chapter,before,the,month,was,over.,,,The amateur novelist began the chapter before the month was over.,Natural?,j,f,"[[""husb.coerce.crc.340"", 340], ""DashedSentence"", {s: ""The amateur novelist began the chapter before the month was over.""}, ""Question"", { } ],"
husb.coerce.intens,104,340,The,amateur,novelist,needed,the,chapter,before,the,month,was,over.,,,The amateur novelist needed the chapter before the month was over.,Natural?,j,f,"[[""husb.coerce.intens.340"", 340], ""DashedSentence"", {s: ""The amateur novelist needed the chapter before the month was over.""}, ""Question"", { } ],"
husb.coerce.anom,101,340,The,amateur,novelist,annoyed,the,chapter,before,the,month,was,over.,,,The amateur novelist annoyed the chapter before the month was over.,Natural?,f,j,"[[""husb.coerce.anom.340"", 340], ""DashedSentence"", {s: ""The amateur novelist annoyed the chapter before the month was over.""}, ""Question"", { } ],"
husb.coerce.crc,102,341,The,cheap,diner,enjoyed,the,casserole,although,it,was,expensive.,,,,The cheap diner enjoyed the casserole although it was expensive.,Natural?,j,f,"[[""husb.coerce.crc.341"", 341], ""DashedSentence"", {s: ""The cheap diner enjoyed the casserole although it was expensive.""}, ""Question"", { } ],"
husb.coerce.anom,101,341,The,cheap,diner,annoyed,the,casserole,although,it,was,expensive.,,,,The cheap diner annoyed the casserole although it was expensive.,Natural?,f,j,"[[""husb.coerce.anom.341"", 341], ""DashedSentence"", {s: ""The cheap diner annoyed the casserole although it was expensive.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,341,The,cheap,diner,ate,the,casserole,although,it,was,expensive.,,,,The cheap diner ate the casserole although it was expensive.,Natural?,j,f,"[[""husb.coerce.ctrl.341"", 341], ""DashedSentence"", {s: ""The cheap diner ate the casserole although it was expensive.""}, ""Question"", { } ],"
husb.coerce.intens,104,341,The,cheap,diner,wanted,the,casserole,although,it,was,expensive.,,,,The cheap diner wanted the casserole although it was expensive.,Natural?,j,f,"[[""husb.coerce.intens.341"", 341], ""DashedSentence"", {s: ""The cheap diner wanted the casserole although it was expensive.""}, ""Question"", { } ],"
husb.coerce.anom,101,342,The,furry,beaver,infuriated,the,dam,before,the,winter,season,came.,,,The furry beaver infuriated the dam before the winter season came.,Natural?,f,j,"[[""husb.coerce.anom.342"", 342], ""DashedSentence"", {s: ""The furry beaver infuriated the dam before the winter season came.""}, ""Question"", { } ],"
husb.coerce.intens,104,342,The,furry,beaver,needed,the,dam,before,the,winter,season,came.,,,The furry beaver needed the dam before the winter season came.,Natural?,j,f,"[[""husb.coerce.intens.342"", 342], ""DashedSentence"", {s: ""The furry beaver needed the dam before the winter season came.""}, ""Question"", { } ],"
husb.coerce.crc,102,342,The,furry,beaver,completed,the,dam,before,the,winter,season,came.,,,The furry beaver completed the dam before the winter season came.,Natural?,j,f,"[[""husb.coerce.crc.342"", 342], ""DashedSentence"", {s: ""The furry beaver completed the dam before the winter season came.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,342,The,furry,beaver,built,the,dam,before,the,winter,season,came.,,,The furry beaver built the dam before the winter season came.,Natural?,j,f,"[[""husb.coerce.ctrl.342"", 342], ""DashedSentence"", {s: ""The furry beaver built the dam before the winter season came.""}, ""Question"", { } ],"
husb.coerce.intens,104,343,The,expert,seamstress,wanted,the,dress,before,she,left,on,vacation.,,,The expert seamstress wanted the dress before she left on vacation.,Natural?,j,f,"[[""husb.coerce.intens.343"", 343], ""DashedSentence"", {s: ""The expert seamstress wanted the dress before she left on vacation.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,343,The,expert,seamstress,sewed,the,dress,before,she,left,on,vacation.,,,The expert seamstress sewed the dress before she left on vacation.,Natural?,j,f,"[[""husb.coerce.ctrl.343"", 343], ""DashedSentence"", {s: ""The expert seamstress sewed the dress before she left on vacation.""}, ""Question"", { } ],"
husb.coerce.anom,101,343,The,expert,seamstress,captivated,the,dress,before,she,left,on,vacation.,,,The expert seamstress captivated the dress before she left on vacation.,Natural?,f,j,"[[""husb.coerce.anom.343"", 343], ""DashedSentence"", {s: ""The expert seamstress captivated the dress before she left on vacation.""}, ""Question"", { } ],"
husb.coerce.crc,102,343,The,expert,seamstress,began,the,dress,before,she,left,on,vacation.,,,The expert seamstress began the dress before she left on vacation.,Natural?,j,f,"[[""husb.coerce.crc.343"", 343], ""DashedSentence"", {s: ""The expert seamstress began the dress before she left on vacation.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,344,The,native,tribesman,played,the,drums,while,performing,a,local,ritual.,,,The native tribesman played the drums while performing a local ritual.,Natural?,j,f,"[[""husb.coerce.ctrl.344"", 344], ""DashedSentence"", {s: ""The native tribesman played the drums while performing a local ritual.""}, ""Question"", { } ],"
husb.coerce.crc,102,344,The,native,tribesman,mastered,the,drums,while,performing,a,local,ritual.,,,The native tribesman mastered the drums while performing a local ritual.,Natural?,j,f,"[[""husb.coerce.crc.344"", 344], ""DashedSentence"", {s: ""The native tribesman mastered the drums while performing a local ritual.""}, ""Question"", { } ],"
husb.coerce.intens,104,344,The,native,tribesman,needed,the,drums,while,performing,a,local,ritual.,,,The native tribesman needed the drums while performing a local ritual.,Natural?,j,f,"[[""husb.coerce.intens.344"", 344], ""DashedSentence"", {s: ""The native tribesman needed the drums while performing a local ritual.""}, ""Question"", { } ],"
husb.coerce.anom,101,344,The,native,tribesman,shocked,the,drums,while,performing,a,local,ritual.,,,The native tribesman shocked the drums while performing a local ritual.,Natural?,f,j,"[[""husb.coerce.anom.344"", 344], ""DashedSentence"", {s: ""The native tribesman shocked the drums while performing a local ritual.""}, ""Question"", { } ],"
husb.coerce.crc,102,345,The,head,chef,started,the,entrée,once,the,salad,was,done.,,,The head chef started the entrée once the salad was done.,Natural?,j,f,"[[""husb.coerce.crc.345"", 345], ""DashedSentence"", {s: ""The head chef started the entrée once the salad was done.""}, ""Question"", { } ],"
husb.coerce.anom,101,345,The,head,chef,comforted,the,entrée,once,the,salad,was,done.,,,The head chef comforted the entrée once the salad was done.,Natural?,f,j,"[[""husb.coerce.anom.345"", 345], ""DashedSentence"", {s: ""The head chef comforted the entrée once the salad was done.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,345,The,head,chef,cooked,the,entrée,once,the,salad,was,done.,,,The head chef cooked the entrée once the salad was done.,Natural?,j,f,"[[""husb.coerce.ctrl.345"", 345], ""DashedSentence"", {s: ""The head chef cooked the entrée once the salad was done.""}, ""Question"", { } ],"
husb.coerce.intens,104,345,The,head,chef,wanted,the,entrée,once,the,salad,was,done.,,,The head chef wanted the entrée once the salad was done.,Natural?,j,f,"[[""husb.coerce.intens.345"", 345], ""DashedSentence"", {s: ""The head chef wanted the entrée once the salad was done.""}, ""Question"", { } ],"
husb.coerce.anom,101,346,The,tall,boy,disgusted,the,hamburger,after,he,finished,his,homework.,,,The tall boy disgusted the hamburger after he finished his homework.,Natural?,f,j,"[[""husb.coerce.anom.346"", 346], ""DashedSentence"", {s: ""The tall boy disgusted the hamburger after he finished his homework.""}, ""Question"", { } ],"
husb.coerce.intens,104,346,The,tall,boy,needed,the,hamburger,after,he,finished,his,homework.,,,The tall boy needed the hamburger after he finished his homework.,Natural?,j,f,"[[""husb.coerce.intens.346"", 346], ""DashedSentence"", {s: ""The tall boy needed the hamburger after he finished his homework.""}, ""Question"", { } ],"
husb.coerce.crc,102,346,The,tall,boy,enjoyed,the,hamburger,after,he,finished,his,homework.,,,The tall boy enjoyed the hamburger after he finished his homework.,Natural?,j,f,"[[""husb.coerce.crc.346"", 346], ""DashedSentence"", {s: ""The tall boy enjoyed the hamburger after he finished his homework.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,346,The,tall,boy,ate,the,hamburger,after,he,finished,his,homework.,,,The tall boy ate the hamburger after he finished his homework.,Natural?,j,f,"[[""husb.coerce.ctrl.346"", 346], ""DashedSentence"", {s: ""The tall boy ate the hamburger after he finished his homework.""}, ""Question"", { } ],"
husb.coerce.intens,104,347,The,beautiful,dancer,wanted,the,leotard,although,it,irritated,her,skin.,,,The beautiful dancer wanted the leotard although it irritated her skin.,Natural?,j,f,"[[""husb.coerce.intens.347"", 347], ""DashedSentence"", {s: ""The beautiful dancer wanted the leotard although it irritated her skin.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,347,The,beautiful,dancer,wore,the,leotard,although,it,irritated,her,skin.,,,The beautiful dancer wore the leotard although it irritated her skin.,Natural?,j,f,"[[""husb.coerce.ctrl.347"", 347], ""DashedSentence"", {s: ""The beautiful dancer wore the leotard although it irritated her skin.""}, ""Question"", { } ],"
husb.coerce.anom,101,347,The,beautiful,dancer,shocked,the,leotard,although,it,irritated,her,skin.,,,The beautiful dancer shocked the leotard although it irritated her skin.,Natural?,f,j,"[[""husb.coerce.anom.347"", 347], ""DashedSentence"", {s: ""The beautiful dancer shocked the leotard although it irritated her skin.""}, ""Question"", { } ],"
husb.coerce.crc,102,347,The,beautiful,dancer,endured,the,leotard,although,it,irritated,her,skin.,,,The beautiful dancer endured the leotard although it irritated her skin.,Natural?,j,f,"[[""husb.coerce.crc.347"", 347], ""DashedSentence"", {s: ""The beautiful dancer endured the leotard although it irritated her skin.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,348,The,lonely,girl,wrote,the,journal,while,on,winter,break.,,,,The lonely girl wrote the journal while on winter break.,Natural?,j,f,"[[""husb.coerce.ctrl.348"", 348], ""DashedSentence"", {s: ""The lonely girl wrote the journal while on winter break.""}, ""Question"", { } ],"
husb.coerce.crc,102,348,The,lonely,girl,completed,the,journal,while,on,winter,break.,,,,The lonely girl completed the journal while on winter break.,Natural?,j,f,"[[""husb.coerce.crc.348"", 348], ""DashedSentence"", {s: ""The lonely girl completed the journal while on winter break.""}, ""Question"", { } ],"
husb.coerce.intens,104,348,The,lonely,girl,needed,the,journal,while,on,winter,break.,,,,The lonely girl needed the journal while on winter break.,Natural?,j,f,"[[""husb.coerce.intens.348"", 348], ""DashedSentence"", {s: ""The lonely girl needed the journal while on winter break.""}, ""Question"", { } ],"
husb.coerce.anom,101,348,The,lonely,girl,frightened,the,journal,while,on,winter,break.,,,,The lonely girl frightened the journal while on winter break.,Natural?,f,j,"[[""husb.coerce.anom.348"", 348], ""DashedSentence"", {s: ""The lonely girl frightened the journal while on winter break.""}, ""Question"", { } ],"
husb.coerce.crc,102,349,The,prison,inmate,began,the,letter,before,his,cellmate,returned.,,,,The prison inmate began the letter before his cellmate returned.,Natural?,j,f,"[[""husb.coerce.crc.349"", 349], ""DashedSentence"", {s: ""The prison inmate began the letter before his cellmate returned.""}, ""Question"", { } ],"
husb.coerce.anom,101,349,The,prison,inmate,disgusted,the,letter,before,his,cellmate,returned.,,,,The prison inmate disgusted the letter before his cellmate returned.,Natural?,f,j,"[[""husb.coerce.anom.349"", 349], ""DashedSentence"", {s: ""The prison inmate disgusted the letter before his cellmate returned.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,349,The,prison,inmate,wrote,the,letter,before,his,cellmate,returned.,,,,The prison inmate wrote the letter before his cellmate returned.,Natural?,j,f,"[[""husb.coerce.ctrl.349"", 349], ""DashedSentence"", {s: ""The prison inmate wrote the letter before his cellmate returned.""}, ""Question"", { } ],"
husb.coerce.intens,104,349,The,prison,inmate,wanted,the,letter,before,his,cellmate,returned.,,,,The prison inmate wanted the letter before his cellmate returned.,Natural?,j,f,"[[""husb.coerce.intens.349"", 349], ""DashedSentence"", {s: ""The prison inmate wanted the letter before his cellmate returned.""}, ""Question"", { } ],"
husb.coerce.anom,101,350,The,thoughtful,grandpa,amused,the,pipe,once,he,was,comfortable,in,his,chair.,The thoughtful grandpa amused the pipe once he was comfortable in his chair.,Natural?,f,j,"[[""husb.coerce.anom.350"", 350], ""DashedSentence"", {s: ""The thoughtful grandpa amused the pipe once he was comfortable in his chair.""}, ""Question"", { } ],"
husb.coerce.intens,104,350,The,thoughtful,grandpa,needed,the,pipe,once,he,was,comfortable,in,his,chair.,The thoughtful grandpa needed the pipe once he was comfortable in his chair.,Natural?,j,f,"[[""husb.coerce.intens.350"", 350], ""DashedSentence"", {s: ""The thoughtful grandpa needed the pipe once he was comfortable in his chair.""}, ""Question"", { } ],"
husb.coerce.crc,102,350,The,thoughtful,grandpa,tried,the,pipe,once,he,was,comfortable,in,his,chair.,The thoughtful grandpa tried the pipe once he was comfortable in his chair.,Natural?,j,f,"[[""husb.coerce.crc.350"", 350], ""DashedSentence"", {s: ""The thoughtful grandpa tried the pipe once he was comfortable in his chair.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,350,The,thoughtful,grandpa,smoked,the,pipe,once,he,was,comfortable,in,his,chair.,The thoughtful grandpa smoked the pipe once he was comfortable in his chair.,Natural?,j,f,"[[""husb.coerce.ctrl.350"", 350], ""DashedSentence"", {s: ""The thoughtful grandpa smoked the pipe once he was comfortable in his chair.""}, ""Question"", { } ],"
husb.coerce.intens,104,351,The,artistic,passenger,wanted,the,poems,while,on,the,overnight,flight.,,,The artistic passenger wanted the poems while on the overnight flight.,Natural?,j,f,"[[""husb.coerce.intens.351"", 351], ""DashedSentence"", {s: ""The artistic passenger wanted the poems while on the overnight flight.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,351,The,artistic,passenger,wrote,the,poems,while,on,the,overnight,flight.,,,The artistic passenger wrote the poems while on the overnight flight.,Natural?,j,f,"[[""husb.coerce.ctrl.351"", 351], ""DashedSentence"", {s: ""The artistic passenger wrote the poems while on the overnight flight.""}, ""Question"", { } ],"
husb.coerce.anom,101,351,The,artistic,passenger,pleased,the,poems,while,on,the,overnight,flight.,,,The artistic passenger pleased the poems while on the overnight flight.,Natural?,f,j,"[[""husb.coerce.anom.351"", 351], ""DashedSentence"", {s: ""The artistic passenger pleased the poems while on the overnight flight.""}, ""Question"", { } ],"
husb.coerce.crc,102,351,The,artistic,passenger,completed,the,poems,while,on,the,overnight,flight.,,,The artistic passenger completed the poems while on the overnight flight.,Natural?,j,f,"[[""husb.coerce.crc.351"", 351], ""DashedSentence"", {s: ""The artistic passenger completed the poems while on the overnight flight.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,352,The,efficient,mechanic,fixed,the,truck,before,the,end,of,his,shift.,,The efficient mechanic fixed the truck before the end of his shift.,Natural?,j,f,"[[""husb.coerce.ctrl.352"", 352], ""DashedSentence"", {s: ""The efficient mechanic fixed the truck before the end of his shift.""}, ""Question"", { } ],"
husb.coerce.crc,102,352,The,efficient,mechanic,finished,the,truck,before,the,end,of,his,shift.,,The efficient mechanic finished the truck before the end of his shift.,Natural?,j,f,"[[""husb.coerce.crc.352"", 352], ""DashedSentence"", {s: ""The efficient mechanic finished the truck before the end of his shift.""}, ""Question"", { } ],"
husb.coerce.intens,104,352,The,efficient,mechanic,needed,the,truck,before,the,end,of,his,shift.,,The efficient mechanic needed the truck before the end of his shift.,Natural?,j,f,"[[""husb.coerce.intens.352"", 352], ""DashedSentence"", {s: ""The efficient mechanic needed the truck before the end of his shift.""}, ""Question"", { } ],"
husb.coerce.anom,101,352,The,efficient,mechanic,intrigued,the,truck,before,the,end,of,his,shift.,,The efficient mechanic intrigued the truck before the end of his shift.,Natural?,f,j,"[[""husb.coerce.anom.352"", 352], ""DashedSentence"", {s: ""The efficient mechanic intrigued the truck before the end of his shift.""}, ""Question"", { } ],"
husb.coerce.crc,102,353,The,house,guest,tried,the,salmon,because,of,his,host's,insistence.,,,The house guest tried the salmon because of his host's insistence.,Natural?,j,f,"[[""husb.coerce.crc.353"", 353], ""DashedSentence"", {s: ""The house guest tried the salmon because of his host's insistence.""}, ""Question"", { } ],"
husb.coerce.anom,101,353,The,house,guest,displeased,the,salmon,because,of,his,host's,insistence.,,,The house guest displeased the salmon because of his host's insistence.,Natural?,f,j,"[[""husb.coerce.anom.353"", 353], ""DashedSentence"", {s: ""The house guest displeased the salmon because of his host's insistence.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,353,The,house,guest,ate,the,salmon,because,of,his,host's,insistence.,,,The house guest ate the salmon because of his host's insistence.,Natural?,j,f,"[[""husb.coerce.ctrl.353"", 353], ""DashedSentence"", {s: ""The house guest ate the salmon because of his host's insistence.""}, ""Question"", { } ],"
husb.coerce.intens,104,353,The,house,guest,wanted,the,salmon,because,of,his,host's,insistence.,,,The house guest wanted the salmon because of his host's insistence.,Natural?,j,f,"[[""husb.coerce.intens.353"", 353], ""DashedSentence"", {s: ""The house guest wanted the salmon because of his host's insistence.""}, ""Question"", { } ],"
husb.coerce.anom,101,354,The,American,ambassador,irritated,the,coat,during,his,visit,to,the,United,Nations.,The American ambassador irritated the coat during his visit to the United Nations.,Natural?,f,j,"[[""husb.coerce.anom.354"", 354], ""DashedSentence"", {s: ""The American ambassador irritated the coat during his visit to the United Nations.""}, ""Question"", { } ],"
husb.coerce.intens,104,354,The,American,ambassador,needed,the,coat,during,his,visit,to,the,United,Nations.,The American ambassador needed the coat during his visit to the United Nations.,Natural?,j,f,"[[""husb.coerce.intens.354"", 354], ""DashedSentence"", {s: ""The American ambassador needed the coat during his visit to the United Nations.""}, ""Question"", { } ],"
husb.coerce.crc,102,354,The,American,ambassador,endured,the,coat,during,his,visit,to,the,United,Nations.,The American ambassador endured the coat during his visit to the United Nations.,Natural?,j,f,"[[""husb.coerce.crc.354"", 354], ""DashedSentence"", {s: ""The American ambassador endured the coat during his visit to the United Nations.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,354,The,American,ambassador,wore,the,coat,during,his,visit,to,the,United,Nations.,The American ambassador wore the coat during his visit to the United Nations.,Natural?,j,f,"[[""husb.coerce.ctrl.354"", 354], ""DashedSentence"", {s: ""The American ambassador wore the coat during his visit to the United Nations.""}, ""Question"", { } ],"
husb.coerce.intens,104,355,The,clumsy,toddler,wanted,the,seesaw,once,he,saw,other,kids,enjoying,it.,The clumsy toddler wanted the seesaw once he saw other kids enjoying it.,Natural?,j,f,"[[""husb.coerce.intens.355"", 355], ""DashedSentence"", {s: ""The clumsy toddler wanted the seesaw once he saw other kids enjoying it.""}, ""Question"", { } ],"
husb.coerce.ctrl,103,355,The,clumsy,toddler,rode,the,seesaw,once,he,saw,other,kids,enjoying,it.,The clumsy toddler rode the seesaw once he saw other kids enjoying it.,Natural?,j,f,"[[""husb.coerce.ctrl.355"", 355], ""DashedSentence"", {s: ""The clumsy toddler rode the seesaw once he saw other kids enjoying it.""}, ""Question"", { } ],"
husb.coerce.anom,101,355,The,clumsy,toddler,alarmed,the,seesaw,once,he,saw,other,kids,enjoying,it.,The clumsy toddler alarmed the seesaw once he saw other kids enjoying it.,Natural?,f,j,"[[""husb.coerce.anom.355"", 355], ""DashedSentence"", {s: ""The clumsy toddler alarmed the seesaw once he saw other kids enjoying it.""}, ""Question"", { } ],"
